米路西,1,1.0,1388,1
贞顺,6,1.0,1388,6
简介,1364,0.982708933718,1388,5017
接口,1,1.0,1388,1
清官,1,1.0,1388,1
独奏,2,1.0,1388,2
欣燕都,1,1.0,1388,1
盒饭,1,1.0,1388,1
异状,1,1.0,1388,1
荔,1,1.0,1388,1
宫迁,1,1.0,1388,1
底边,1,1.0,1388,1
萨莉亚,1,1.0,1388,1
华龙,40,0.952380952381,1388,42
果香,1,1.0,1388,1
福灏,1,1.0,1388,1
地址,1376,0.991354466859,1388,5100
公厕,1,1.0,1388,1
盛大,780,0.960591133005,1388,812
蜜饯,1,1.0,1388,1
古堡,1,1.0,1388,1
此时此刻,1,1.0,1388,1
会议室,1,1.0,1388,1
甘雨,32,0.969696969697,1388,33
团伙,1,1.0,1388,1
